,tags,data
0,cache enabler plugins,"[{""string"": ""w3 total cache gzip"", ""volume"": 20, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 20, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 20, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 20, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 20, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 20, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 30, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 20, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 20, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 20, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 30, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 20, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""gzip w3 total cache"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""wp gzip compression"", ""volume"": 10, ""m1"": null, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": null, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": null, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": null, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": null, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}]"
1,easy google fonts plugins,"[{""string"": ""easy google fonts"", ""volume"": 70, ""m1"": 50, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 50, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 50, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 70, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 70, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 90, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 90, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 70, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 70, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 50, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 40, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 70, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": 0.013392857142857}, {""string"": ""easy google font"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": null, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""easy google fonts wordpress"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""easy google fonts tutorial"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""wordpress easy google fonts"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": null, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": 0.071428571428571}, {""string"": ""easy google fonts css selectors"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}]"
2,seopress pro plugins,"[{""string"": ""seopress pro"", ""volume"": 110, ""m1"": 110, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 110, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 90, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 90, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 110, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 110, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 110, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 90, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 110, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 140, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 110, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 110, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": 0.036989795918367}]"
3,siteorigin widgets bundle plugins,"[{""string"": ""siteorigin widgets bundle"", ""volume"": 40, ""m1"": 40, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 50, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 50, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 50, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 40, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 40, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 50, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 30, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 40, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 40, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 30, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 30, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""siteorigin widget bundle"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": null, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}]"
4,wp all export pro plugins,
5,simple ssl plugins,"[{""string"": ""really simple ssl"", ""volume"": 1000, ""m1"": 880, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 880, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 1000, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 1000, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 1000, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 1300, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 1300, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 1000, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 1000, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 1000, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 1000, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 880, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": 10.078684, ""cmp"": 0.073646850044366}, {""string"": ""simple ssl"", ""volume"": 110, ""m1"": 90, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 90, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 110, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 110, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 140, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 110, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 140, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 110, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 110, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 110, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 90, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 90, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": 5.148275, ""cmp"": 0.17241379310345}, {""string"": ""really simple ssl wordpress"", ""volume"": 40, ""m1"": 20, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 30, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 40, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 40, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 40, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 50, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 70, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 40, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 40, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 50, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 40, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 40, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": 0.085714285714286}, {""string"": ""wordpress really simple ssl"", ""volume"": 50, ""m1"": 30, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 50, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 50, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 50, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 50, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 50, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 50, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 70, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 40, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 50, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 40, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 40, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": 0.017316017316017}, {""string"": ""real simple ssl"", ""volume"": 70, ""m1"": 50, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 70, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 70, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 70, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 70, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 70, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 110, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 70, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 70, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 70, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 50, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 50, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": 0.016483516483516}, {""string"": ""simple ssl wordpress"", ""volume"": 20, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 20, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 20, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 30, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 20, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 20, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 20, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 20, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": 0.1}, {""string"": ""wordpress simple ssl"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 20, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 30, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 20, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": 0.047619047619048}, {""string"": ""wp really simple ssl"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""really simple ssl godaddy"", ""volume"": 20, ""m1"": 20, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 20, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 20, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 20, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 30, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 30, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 20, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 20, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 30, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 30, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 20, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": 0.016806722689076}, {""string"": ""ssl really simple"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": null, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": null, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": null, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": 0.35714285714286}, {""string"": ""wp easy ssl"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 20, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 20, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": 0.11428571428571}, {""string"": ""really simple ssl wp"", ""volume"": 10, ""m1"": null, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": null, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": null, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""really simple ssl hostgator"", ""volume"": 10, ""m1"": null, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": null, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": null, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": null, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": null, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": null, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}]"
6,contact form 7 recaptcha v3 plugins,"[{""string"": ""contact form 7 recaptcha v3"", ""volume"": 50, ""m1"": 30, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 40, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 40, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 50, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 40, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 40, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 50, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 50, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 70, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 90, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 50, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 40, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""recaptcha v3 contact form 7"", ""volume"": 20, ""m1"": 20, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 30, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 30, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 30, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 30, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 20, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 20, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 30, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 20, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 20, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 20, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 20, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""recaptcha v3 wordpress contact form 7"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": null, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""google recaptcha wordpress contact form 7"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": 10, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": 10, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": 10, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}, {""string"": ""contact form 7 add recaptcha v3"", ""volume"": 10, ""m1"": 10, ""m1_month"": 10, ""m1_year"": 2020, ""m2"": null, ""m2_month"": 9, ""m2_year"": 2020, ""m3"": 10, ""m3_month"": 8, ""m3_year"": 2020, ""m4"": 10, ""m4_month"": 7, ""m4_year"": 2020, ""m5"": null, ""m5_month"": 6, ""m5_year"": 2020, ""m6"": 10, ""m6_month"": 5, ""m6_year"": 2020, ""m7"": 10, ""m7_month"": 4, ""m7_year"": 2020, ""m8"": 10, ""m8_month"": 3, ""m8_year"": 2020, ""m9"": 10, ""m9_month"": 2, ""m9_year"": 2020, ""m10"": 10, ""m10_month"": 1, ""m10_year"": 2020, ""m11"": 10, ""m11_month"": 12, ""m11_year"": 2019, ""m12"": null, ""m12_month"": 11, ""m12_year"": 2019, ""cpc"": null, ""cmp"": null}]"
